CASE_NO,STARTED,CLOSED,CaseType,CaseSubType,SITE_ADDR,SITE_CITY,SITE_STATE,SITE_ZIP,Case_Count,Case_Completion
CE16-0290,3/21/2016 12:00:00 AM,6/9/2016 12:00:00 AM,CODE ENFORCEMENT,,3001 JUNIPER DR ,,,,1,1
CE15-0643,7/6/2015 12:00:00 AM,9/29/2015 12:00:00 AM,CODE ENFORCEMENT,,3001 JUNIPER DR ,,,,1,1
CE17-0466,4/6/2017 12:00:00 AM,8/29/2017 12:00:00 AM,CODE ENFORCEMENT,,3001 JUNIPER DR ,,,,1,1
CE19-0415,4/17/2019 12:00:00 AM,3/27/2020 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,3001 JUNIPER DR,CORONA,CA,92882,1,1
CE14-0610,5/13/2014 12:00:00 AM,5/8/2016 12:00:00 AM,CODE ENFORCEMENT,,2254 DORADO ST ,,,,1,1
CE01-0790,8/14/2001 12:00:00 AM,9/11/2001 12:00:00 AM,CODE ENFORCEMENT,USE,1335 HERMOSA DR,,,,1,1
CE07-0747,5/3/2007 12:00:00 AM,7/9/2008 12:00:00 AM,CODE ENFORCEMENT,PROP,1335 HERMOSA DR     ,,,,1,1
CC23-0746,5/18/2023 12:00:00 AM,6/28/2023 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,3224 SAGEWOOD LN,CORONA,CA,92882,1,1
CE16-0128,2/2/2016 12:00:00 AM,3/14/2016 12:00:00 AM,CODE ENFORCEMENT,,3224 SAGEWOOD LN ,,,,1,1
CE15-0889,9/4/2015 12:00:00 AM,11/25/2015 12:00:00 AM,CODE ENFORCEMENT,,2725 STAR CREST LN ,,,,1,1
CC23-0850,6/5/2023 12:00:00 AM,6/16/2023 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,648 DONATELLO DR,CORONA,CA,92882,1,1
CE04-1104,8/24/2004 12:00:00 AM,8/31/2004 12:00:00 AM,CODE ENFORCEMENT,USE,VACANT LOT N/E 5TH ST & VICTOR,,,,1,1
CE07-1429,8/23/2007 12:00:00 AM,8/29/2007 12:00:00 AM,CODE ENFORCEMENT,BLDGCODE,957 W HACIENDA DR     ,,,,1,1
CE11-0073,1/31/2011 12:00:00 AM,3/2/2011 12:00:00 AM,CODE ENFORCEMENT,PROP,3065 BIGHORN DR     ,,,,1,1
CE12-0989,9/26/2012 12:00:00 AM,12/18/2012 12:00:00 AM,CODE ENFORCEMENT,,510 MESA DR     ,,,,1,1
CE14-0843,8/4/2014 12:00:00 AM,9/11/2014 12:00:00 AM,CODE ENFORCEMENT,,3517 LEHIGH CI ,,,,1,1
CE15-0410,4/23/2015 12:00:00 AM,4/24/2015 12:00:00 AM,CODE ENFORCEMENT,,VACANT LOT N/E 5TH ST & VICTOR,,,,1,1
CE20-0156,2/13/2020 12:00:00 AM,2/25/2020 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,3065 BIGHORN DR,CORONA,CA,92881,1,1
CE99-0305,10/6/1999 12:00:00 AM,10/7/1999 12:00:00 AM,CODE ENFORCEMENT,DEVEL,823 S SHERIDAN ST,,,,1,1
CE02-0588,5/21/2002 12:00:00 AM,7/28/2002 12:00:00 AM,CODE ENFORCEMENT,SIGN,1250 WEBB CI,,,,1,1
CE02-1356,11/12/2002 12:00:00 AM,11/10/2002 12:00:00 AM,CODE ENFORCEMENT,SIGN,1250 WEBB CI,,,,1,1
CE02-1021,8/27/2002 12:00:00 AM,11/20/2002 12:00:00 AM,CODE ENFORCEMENT,SIGN,1250 WEBB CI,,,,1,1
CE14-0332,4/18/2014 12:00:00 AM,5/1/2014 12:00:00 AM,CODE ENFORCEMENT,,2142 TEHACHAPI DR ,,,,1,1
CE21-0078,2/2/2021 12:00:00 AM,2/11/2021 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1250 WEBB CIR,CORONA,CA,92879,1,1
CE05-0462,5/13/2005 12:00:00 AM,6/1/2005 12:00:00 AM,CODE ENFORCEMENT,DEVEL,2810 ATHENS CI     ,,,,1,1
CE06-0727,6/30/2006 12:00:00 AM,8/8/2006 12:00:00 AM,CODE ENFORCEMENT,PROP,2810 ATHENS CI,,,,1,1
CE07-1795,11/2/2007 12:00:00 AM,11/7/2007 12:00:00 AM,CODE ENFORCEMENT,DEVEL,2810 ATHENS CI     ,,,,1,1
CE08-0296,3/7/2008 12:00:00 AM,6/9/2008 12:00:00 AM,CODE ENFORCEMENT,DEVEL,2810 ATHENS CI     ,,,,1,1
CE22-1156,7/28/2022 12:00:00 AM,10/20/2022 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,679 VALLEYWOOD CIR,CORONA,CA,92879,1,1
CC25-0546,4/28/2025 12:00:00 AM,7/12/2025 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,2202 HERITAGE CIR,CORONA,CA,92882,1,1
CE20-0124,2/11/2020 12:00:00 AM,2/3/2021 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,2202 HERITAGE CIR,CORONA,CA,92882,1,1
CE13-0266,4/16/2013 12:00:00 AM,6/26/2013 12:00:00 AM,CODE ENFORCEMENT,,1366 BIRDSONG LN     ,,,,1,1
CE15-0729,7/10/2015 12:00:00 AM,7/30/2015 12:00:00 AM,CODE ENFORCEMENT,,372 ADIRONDACK DR ,,,,1,1
CE20-1043,9/16/2020 12:00:00 AM,10/1/2020 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,372 ADIRONDACK DR,CORONA,CA,92881,1,1
CE01-1407,12/12/2001 12:00:00 AM,3/20/2002 12:00:00 AM,CODE ENFORCEMENT,PROP,1602 MARIE ST,,,,1,1
CE06-1101,10/26/2006 12:00:00 AM,5/8/2007 12:00:00 AM,CODE ENFORCEMENT,PROP,2914 BRIARHAVEN LN     ,,,,1,1
CE08-0516,4/10/2008 12:00:00 AM,12/12/2008 12:00:00 AM,CODE ENFORCEMENT,PROP,660 STONEY CREEK CI     ,,,,1,1
CE08-0192,2/19/2008 12:00:00 AM,4/23/2008 12:00:00 AM,CODE ENFORCEMENT,PROP,2914 BRIARHAVEN LN     ,,,,1,1
CE09-0475,4/24/2009 12:00:00 AM,1/4/2010 12:00:00 AM,CODE ENFORCEMENT,DEVEL,2914 BRIARHAVEN LN     ,,,,1,1
CE12-0629,6/20/2012 12:00:00 AM,7/30/2012 12:00:00 AM,CODE ENFORCEMENT,,2914 BRIARHAVEN LN     ,,,,1,1
CE19-0971,8/20/2019 12:00:00 AM,2/10/2021 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,2914 BRIARHAVEN LN,CORONA,CA,92882,1,1
CE18-0397,4/3/2018 12:00:00 AM,4/24/2018 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,2914 BRIARHAVEN LN,CORONA,CA,92882,1,1
CE02-0327,3/19/2002 12:00:00 AM,4/26/2002 12:00:00 AM,CODE ENFORCEMENT,PROP,786 SANTA PAULA ST,,,,1,1
CE03-0613,6/20/2003 12:00:00 AM,7/22/2003 12:00:00 AM,CODE ENFORCEMENT,PROP,1548 KIRKWOOD DR,,,,1,1
CE04-1408,11/22/2004 12:00:00 AM,12/1/2004 12:00:00 AM,CODE ENFORCEMENT,USE,1620 MELROSE DR     ,,,,1,1
CE05-0809,9/7/2005 12:00:00 AM,1/23/2006 12:00:00 AM,CODE ENFORCEMENT,MULTI,117 E FOURTH ST     ,,,,1,1
CE05-0597,7/1/2005 12:00:00 AM,8/25/2005 12:00:00 AM,CODE ENFORCEMENT,PROP,1620 MELROSE DR     ,,,,1,1
CE07-1149,7/11/2007 12:00:00 AM,10/31/2007 12:00:00 AM,CODE ENFORCEMENT,DEVEL,1620 MELROSE DR     ,,,,1,1
CE06-0821,8/17/2006 12:00:00 AM,3/20/2007 12:00:00 AM,CODE ENFORCEMENT,PROP,1620 MELROSE DR     ,,,,1,1
CE11-0344,3/31/2011 12:00:00 AM,5/2/2011 12:00:00 AM,CODE ENFORCEMENT,SIGN,117 E FOURTH ST #B,,,,1,1
CE11-0453,5/4/2011 12:00:00 AM,5/23/2011 12:00:00 AM,CODE ENFORCEMENT,SIGN,117 E FOURTH ST A,,,,1,1
CE12-0742,7/24/2012 12:00:00 AM,3/25/2013 12:00:00 AM,CODE ENFORCEMENT,,1620 MELROSE DR     ,,,,1,1
CE99-0740,4/17/2000 12:00:00 AM,4/26/2000 12:00:00 AM,CODE ENFORCEMENT,PROP,1548 KIRKWOOD DR,,,,1,1
CE02-0241,3/1/2002 12:00:00 AM,4/17/2002 12:00:00 AM,CODE ENFORCEMENT,PROP,1357 ELM ST,,,,1,1
CE06-1147,11/22/2006 12:00:00 AM,1/4/2007 12:00:00 AM,CODE ENFORCEMENT,PROP,2094 CARMEL CI     ,,,,1,1
CE08-0204,2/19/2008 12:00:00 AM,4/15/2008 12:00:00 AM,CODE ENFORCEMENT,PROP,2094 CARMEL CI     ,,,,1,1
CE11-0037,1/18/2011 12:00:00 AM,1/27/2011 12:00:00 AM,CODE ENFORCEMENT,AVA,1357 ELM ST     ,,,,1,1
CE13-0749,7/11/2013 12:00:00 AM,8/22/2016 12:00:00 AM,CODE ENFORCEMENT,,2094 CARMEL CI ,,,,1,1
CE14-1114,10/13/2014 12:00:00 AM,11/20/2014 12:00:00 AM,CODE ENFORCEMENT,,1357 ELM ST ,,,,1,1
CE16-1100,8/22/2016 12:00:00 AM,10/9/2017 12:00:00 AM,CODE ENFORCEMENT,,2094 CARMEL CI,,,,1,1
CC23-0763,5/23/2023 12:00:00 AM,8/7/2023 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,807 CAPTIVA CIR,CORONA,CA,92882,1,1
CC23-1873,12/26/2023 12:00:00 AM,3/3/2024 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,807 CAPTIVA CIR,CORONA,CA,92882,1,1
CC25-0015,1/7/2025 12:00:00 AM,2/21/2025 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,807 CAPTIVA CIR,CORONA,CA,92882,1,1
CE07-1269,8/1/2007 12:00:00 AM,8/10/2007 12:00:00 AM,CODE ENFORCEMENT,PROP,1122 HOLLY CI     ,,,,1,1
CE10-1185,11/8/2010 12:00:00 AM,11/24/2010 12:00:00 AM,CODE ENFORCEMENT,PROP,1122 HOLLY CI     ,,,,1,1
CE20-0050,1/16/2020 12:00:00 AM,2/4/2020 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,3020 MANCHESTER CIR,CORONA,CA,92879,1,1
CC25-1784,11/13/2025 12:00:00 AM,,CODE ENFORCEMENT,PROPERTY MAINTENANCE,913 W OLIVE ST,CORONA,CA,92882,1,0
CE15-0918,9/4/2015 12:00:00 AM,12/21/2015 12:00:00 AM,CODE ENFORCEMENT,,933 E FRANCIS ST ,,,,1,1
CE20-1051,9/17/2020 12:00:00 AM,9/24/2020 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,933 E FRANCIS ST,CORONA,CA,92879,1,1
CE16-1605,12/6/2016 12:00:00 AM,2/18/2017 12:00:00 AM,CODE ENFORCEMENT,,2658 HARVEST CREST LN ,,,,1,1
CE18-1272,9/10/2018 12:00:00 AM,9/27/2018 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,2559 MACBETH AV,CORONA,CA,92882,1,1
CE22-1759,12/12/2022 12:00:00 AM,1/28/2024 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,2559 MACBETH AVE,CORONA,CA,92882,1,1
CE19-0465,4/30/2019 12:00:00 AM,3/24/2020 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1087 TANFORD LN,CORONA,CA,92881,1,1
CE20-1099,10/2/2020 12:00:00 AM,10/29/2020 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1087 TANFORD LN,CORONA,CA,92881,1,1
CE13-1076,10/1/2013 12:00:00 AM,11/8/2013 12:00:00 AM,CODE ENFORCEMENT,,700 DONATELLO DR ,,,,1,1
CE02-0569,5/15/2002 12:00:00 AM,6/6/2002 12:00:00 AM,CODE ENFORCEMENT,PROP,1356 RAMSGATE DR,,,,1,1
CE04-0699,5/26/2004 12:00:00 AM,6/17/2004 12:00:00 AM,CODE ENFORCEMENT,PROP,1356 RAMSGATE DR     ,,,,1,1
CE17-0957,7/17/2017 12:00:00 AM,10/27/2017 12:00:00 AM,CODE ENFORCEMENT,, 413 S VICTORIA AV,,,,1,1
CC23-1788,12/12/2023 12:00:00 AM,3/18/2024 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1534 BROOKDALE DR,CORONA,CA,92880,1,1
CC25-1439,9/12/2025 12:00:00 AM,,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1534 BROOKDALE DR,CORONA,CA,92880,1,0
CE06-1102,10/26/2006 12:00:00 AM,2/23/2007 12:00:00 AM,CODE ENFORCEMENT,PROP,2915 RIMROCK CI     ,,,,1,1
CE13-1255,12/10/2013 12:00:00 AM,12/13/2013 12:00:00 AM,CODE ENFORCEMENT,,2915 RIMROCK CI ,,,,1,1
CE18-0449,4/16/2018 12:00:00 AM,5/2/2018 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1534 BROOKDALE DR,CORONA,CA,92880,1,1
CC25-1223,8/7/2025 12:00:00 AM,8/28/2025 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1143 ROSE CIR,CORONA,CA,92882,1,1
CC25-0678,5/15/2025 12:00:00 AM,6/6/2025 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1289 NEW ENGLAND DR,CORONA,CA,92881,1,1
CE03-0927,9/8/2003 12:00:00 AM,10/3/2003 12:00:00 AM,CODE ENFORCEMENT,PROP,2501 COTTAGE DR,,,,1,1
CE06-0577,7/4/2006 12:00:00 AM,8/14/2006 12:00:00 AM,CODE ENFORCEMENT,PROP,1143 ROSE CI     ,,,,1,1
CE08-1255,9/4/2008 12:00:00 AM,12/17/2008 12:00:00 AM,CODE ENFORCEMENT,DEVEL,1225 S VICTORIA AV     ,,,,1,1
CE17-0865,6/27/2017 12:00:00 AM,7/31/2017 12:00:00 AM,CODE ENFORCEMENT,, 1225 S VICTORIA AV,,,,1,1
CE18-0366,3/28/2018 12:00:00 AM,4/13/2018 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,970 ROMANS RD,CORONA,CA,92881,1,1
CE02-0121,1/28/2002 12:00:00 AM,2/4/2002 12:00:00 AM,CODE ENFORCEMENT,PROP,702 E SIXTH ST,,,,1,1
CE04-1475,12/21/2004 12:00:00 AM,5/6/2005 12:00:00 AM,CODE ENFORCEMENT,USE,702 E SIXTH ST     ,,,,1,1
CE10-1037,9/22/2010 12:00:00 AM,2/17/2011 12:00:00 AM,CODE ENFORCEMENT,PROP,1136 SOLAR CI     ,,,,1,1
CE13-0929,8/28/2013 12:00:00 AM,9/4/2013 12:00:00 AM,CODE ENFORCEMENT,,702 E SIXTH ST ,,,,1,1
CE15-0573,6/19/2015 12:00:00 AM,6/19/2015 12:00:00 AM,CODE ENFORCEMENT,,702 E SIXTH ST ,,,,1,1
CE14-1300,12/10/2014 12:00:00 AM,1/27/2015 12:00:00 AM,CODE ENFORCEMENT,,2935 WIMBLEDON DR ,,,,1,1
CE2017-0017,8/3/2017 12:00:00 AM,8/7/2017 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1038 W EIGHTH ST,CORONA,CA,92882,1,1
CE21-0697,6/16/2021 12:00:00 AM,9/9/2021 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,2935 WIMBLEDON DR,CORONA,CA,92879,1,1
CC24-0658,5/8/2024 12:00:00 AM,5/15/2024 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1157 GENTLE DR,CORONA,CA,92880,1,1
CE01-0984,9/18/2001 12:00:00 AM,1/31/2002 12:00:00 AM,CODE ENFORCEMENT,PROP,1157 GENTLE DR,,,,1,1
CC25-1799,11/17/2025 12:00:00 AM,,CODE ENFORCEMENT,PROPERTY MAINTENANCE,1103 NEATHERLY CIR,CORONA,CA,92880,1,0
CC25-0392,4/1/2025 12:00:00 AM,5/7/2025 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1103 NEATHERLY CIR,CORONA,CA,92880,1,1
CE02-1181,10/1/2002 12:00:00 AM,,CODE ENFORCEMENT,DEVEL,2045 ADOBE AV,,,,1,0
CE10-0568,5/11/2010 12:00:00 AM,5/25/2010 12:00:00 AM,CODE ENFORCEMENT,PROP,1103 NEATHERLY CI     ,,,,1,1
CE19-0703,6/17/2019 12:00:00 AM,8/5/2020 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1103 NEATHERLY CI,CORONA,CA,92880,1,1
CE21-0402,4/21/2021 12:00:00 AM,4/29/2021 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,107 ENGELMANN DR,CORONA,CA,92881,1,1
CE06-0399,5/16/2006 12:00:00 AM,12/27/2006 12:00:00 AM,CODE ENFORCEMENT,PROP,2008 HIBISCUS ST     ,,,,1,1
CE12-0110,2/6/2012 12:00:00 AM,4/19/2012 12:00:00 AM,CODE ENFORCEMENT,,2008 HIBISCUS ST     ,,,,1,1
CE13-0917,8/26/2013 12:00:00 AM,4/8/2014 12:00:00 AM,CODE ENFORCEMENT,,2008 HIBISCUS ST ,,,,1,1
CE14-0360,4/25/2014 12:00:00 AM,6/24/2014 12:00:00 AM,CODE ENFORCEMENT,,2008 HIBISCUS ST ,,,,1,1
CE14-0995,9/16/2014 12:00:00 AM,10/8/2014 12:00:00 AM,CODE ENFORCEMENT,,2181 DEVONSHIRE DR ,,,,1,1
CE16-0947,7/7/2016 12:00:00 AM,12/29/2016 12:00:00 AM,CODE ENFORCEMENT,,2008 HIBISCUS ST ,,,,1,1
CE02-1171,9/30/2002 12:00:00 AM,9/25/2002 12:00:00 AM,CODE ENFORCEMENT,PROP,1208 GARRETSON AV,,,,1,1
CE03-0227,3/14/2003 12:00:00 AM,4/9/2003 12:00:00 AM,CODE ENFORCEMENT,PROP,1208 GARRETSON AV,,,,1,1
CE01-0127,2/22/2001 12:00:00 AM,4/19/2001 12:00:00 AM,CODE ENFORCEMENT,,1208 GARRETSON AV,,,,1,1
CE01-1082,9/27/2001 12:00:00 AM,9/27/2001 12:00:00 AM,CODE ENFORCEMENT,BLDGCODE,3551 SANTO THOMAS CI,,,,1,1
CE02-1148,9/24/2002 12:00:00 AM,11/8/2002 12:00:00 AM,CODE ENFORCEMENT,DEVEL,1978 RAINBOW RIDGE,,,,1,1
CE03-0378,4/23/2003 12:00:00 AM,5/6/2003 12:00:00 AM,CODE ENFORCEMENT,PROP,1204 GARRETSON AV,,,,1,1
CE16-0438,4/14/2016 12:00:00 AM,5/15/2017 12:00:00 AM,CODE ENFORCEMENT,,1208 GARRETSON AV ,,,,1,1
CE19-0988,8/21/2019 12:00:00 AM,12/3/2019 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,925 QUEENSDALE AVE,CORONA,CA,92880,1,1
CE22-0187,3/1/2022 12:00:00 AM,3/9/2022 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1978 RAINBOW RIDGE,CORONA,CA,92882,1,1
CE99-0926,6/1/2000 12:00:00 AM,5/31/2000 12:00:00 AM,CODE ENFORCEMENT,BLDGCODE,1204 GARRETSON AV,,,,1,1
CE99-1060,7/24/2000 12:00:00 AM,8/28/2000 12:00:00 AM,CODE ENFORCEMENT,BLDGCODE,1208 GARRETSON AV,,,,1,1
CE07-2003,12/28/2007 12:00:00 AM,1/2/2008 12:00:00 AM,CODE ENFORCEMENT,PROP,1208 GARRETSON AV     ,,,,1,1
CE10-1010,9/8/2010 12:00:00 AM,4/11/2012 12:00:00 AM,CODE ENFORCEMENT,,1208 GARRETSON AV     ,,,,1,1
CE13-0067,1/16/2013 12:00:00 AM,2/12/2013 12:00:00 AM,CODE ENFORCEMENT,,1208 GARRETSON AV     ,,,,1,1
CE15-0826,8/14/2015 12:00:00 AM,11/25/2015 12:00:00 AM,CODE ENFORCEMENT,,1616 HEARTLAND WY ,,,,1,1
CE15-1056,10/14/2015 12:00:00 AM,12/3/2015 12:00:00 AM,CODE ENFORCEMENT,,1619 SPYGLASS DR ,,,,1,1
CE18-0470,4/18/2018 12:00:00 AM,5/14/2018 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1616 HEARTLAND WY,CORONA,CA,92881,1,1
CE02-0948,8/15/2002 12:00:00 AM,8/23/2002 12:00:00 AM,CODE ENFORCEMENT,PROP,1208 GARRETSON AV,,,,1,1
CE03-0902,8/29/2003 12:00:00 AM,1/20/2004 12:00:00 AM,CODE ENFORCEMENT,PROP,1208 GARRETSON AV,,,,1,1
CE06-0017,1/4/2006 12:00:00 AM,1/18/2006 12:00:00 AM,CODE ENFORCEMENT,PROP,1208 GARRETSON AV     ,,,,1,1
CE07-0520,3/28/2007 12:00:00 AM,5/18/2007 12:00:00 AM,CODE ENFORCEMENT,PROP,1208 GARRETSON AV     ,,,,1,1
CE06-0859,8/25/2006 12:00:00 AM,3/5/2007 12:00:00 AM,CODE ENFORCEMENT,PROP,1208 GARRETSON AV     ,,,,1,1
CE07-0880,5/30/2007 12:00:00 AM,12/28/2007 12:00:00 AM,CODE ENFORCEMENT,,1208 GARRETSON AV     ,,,,1,1
CE17-0864,6/27/2017 12:00:00 AM,10/1/2017 12:00:00 AM,CODE ENFORCEMENT,, 1222 S VICTORIA AV,,,,1,1
CE2017-0598,12/29/2017 12:00:00 AM,1/17/2018 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1222 S VICTORIA AV,CORONA,CA,92879,1,1
CE08-1492,10/23/2008 12:00:00 AM,11/5/2008 12:00:00 AM,CODE ENFORCEMENT,PROP,605 E MONTEREY RD     ,,,,1,1
CE10-0503,4/22/2010 12:00:00 AM,3/12/2013 12:00:00 AM,CODE ENFORCEMENT,,1037 WESTPARK LN     ,,,,1,1
CE14-0847,8/8/2014 12:00:00 AM,12/3/2015 12:00:00 AM,CODE ENFORCEMENT,,1037 WESTPARK LN ,,,,1,1
CE18-0459,4/17/2018 12:00:00 AM,3/15/2019 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,605 E MONTEREY RD,CORONA,CA,92879,1,1
CE19-0690,6/12/2019 12:00:00 AM,8/20/2019 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,605 E MONTEREY RD,CORONA,CA,92879,1,1
CE20-0528,6/2/2020 12:00:00 AM,6/24/2020 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,605 E MONTEREY RD,CORONA,CA,92879,1,1
CE22-0198,3/1/2022 12:00:00 AM,3/8/2022 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,605 E MONTEREY RD,CORONA,CA,92879,1,1
CE2017-0362,10/9/2017 12:00:00 AM,11/3/2017 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,538 MESA DR,CORONA,CA,92879,1,1
CE99-0189,8/27/1999 12:00:00 AM,3/16/2000 12:00:00 AM,CODE ENFORCEMENT,PROP,1037 WESTPARK LN,,,,1,1
CE04-1152,9/8/2004 12:00:00 AM,10/5/2004 12:00:00 AM,CODE ENFORCEMENT,PROP,1010 S VICTORIA AV     ,,,,1,1
CE21-0169,3/1/2021 12:00:00 AM,3/11/2021 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,2093 WOODLAWN DR,CORONA,CA,92882,1,1
CE21-0490,5/6/2021 12:00:00 AM,4/28/2022 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,2093 WOODLAWN DR,CORONA,CA,92882,1,1
CE06-0164,2/24/2006 12:00:00 AM,5/31/2006 12:00:00 AM,CODE ENFORCEMENT,DEVEL,1159 NEATHERLY CI     ,,,,1,1
CE07-0820,5/10/2007 12:00:00 AM,5/29/2007 12:00:00 AM,CODE ENFORCEMENT,PROP,1159 NEATHERLY CI     ,,,,1,1
CE09-1475,11/16/2009 12:00:00 AM,12/16/2009 12:00:00 AM,CODE ENFORCEMENT,SIGN,1159 NEATHERLY CI     ,,,,1,1
CE16-1618,12/10/2016 12:00:00 AM,3/10/2017 12:00:00 AM,CODE ENFORCEMENT,,3322 WALKENRIDGE DR ,,,,1,1
CE17-0136,2/13/2017 12:00:00 AM,7/29/2020 12:00:00 AM,CODE ENFORCEMENT,, 1159 NEATHERLY CI,,,,1,1
CE20-0737,7/29/2020 12:00:00 AM,2/4/2021 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,1159 NEATHERLY CIR,CORONA,CA,92880,1,1
CE00-0004,10/30/2000 12:00:00 AM,10/25/2000 12:00:00 AM,CODE ENFORCEMENT,PROP,1710 LONGVIEW DR,,,,1,1
CE04-0320,3/16/2004 12:00:00 AM,4/21/2004 12:00:00 AM,CODE ENFORCEMENT,PROP,1710 LONGVIEW DR     ,,,,1,1
CE06-0006,12/16/2005 12:00:00 AM,4/27/2006 12:00:00 AM,CODE ENFORCEMENT,USE,1250 RUNNING SPRINGS CT     ,,,,1,1
CE08-0813,6/1/2008 12:00:00 AM,6/9/2008 12:00:00 AM,CODE ENFORCEMENT,DEVEL,1710 LONGVIEW DR     ,,,,1,1
CE2017-0104,8/17/2017 12:00:00 AM,8/21/2017 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,984 WHITECLIFF WY,CORONA,CA,92882,1,1
CC23-1392,9/18/2023 12:00:00 AM,10/2/2023 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,VACANT LOT NEXT TO 2308 STATE ST,CORONA,CA,92881,1,1
CE03-0855,8/20/2003 12:00:00 AM,8/20/2003 12:00:00 AM,CODE ENFORCEMENT,PROP,1214 MAGNOLIA AV,,,,1,1
CE14-0651,6/30/2014 12:00:00 AM,7/17/2014 12:00:00 AM,CODE ENFORCEMENT,,STATE ST (VACANT LOT),,,,1,1
CE13-0711,7/11/2013 12:00:00 AM,7/22/2013 12:00:00 AM,CODE ENFORCEMENT,,1214 Magnolia #101,,,,1,1
CE15-1092,10/16/2015 12:00:00 AM,5/3/2016 12:00:00 AM,CODE ENFORCEMENT,,VACANT LOT NEXT TO 2308 STATE,,,,1,1
CC25-1763,11/8/2025 12:00:00 AM,,CODE ENFORCEMENT,ILLEGAL USE OF PROPERTY,1328 LONGWOOD PINES LN,CORONA,CA,92881,1,0
CE07-1311,8/6/2007 12:00:00 AM,8/24/2007 12:00:00 AM,CODE ENFORCEMENT,PROP,1133 CIRCLE CITY DR     ,,,,1,1
CE16-0921,7/19/2016 12:00:00 AM,4/12/2017 12:00:00 AM,CODE ENFORCEMENT,,1133 CIRCLE CITY DR ,,,,1,1
CC23-1309,8/29/2023 12:00:00 AM,9/8/2023 12:00:00 AM,CODE ENFORCEMENT,MULTIPLE VIOLATIONS,428 W GRAND BLVD,CORONA,CA,92882,1,1
CE01-0787,8/13/2001 12:00:00 AM,1/23/2002 12:00:00 AM,CODE ENFORCEMENT,PROP,428 W GRAND BL,,,,1,1
CE03-1050,10/3/2003 12:00:00 AM,11/19/2003 12:00:00 AM,CODE ENFORCEMENT,PROP,428 W GRAND BL,,,,1,1
